communityname,state,lat,lng
HotSpringscity,AR,-24.2381727,-64.1592782
MapleShadetownship,NJ,39.9526127,-74.9923915
Huntsvillecity,TX,30.7235263,-95.5507771
Vidorcity,TX,30.1316001,-94.0154542
Marshallcity,MN,48.3605336,-96.381968
Hobbscity,NM,32.7026116,-103.1360403
SanMarinocity,CA,43.7690538,-79.3860158
Auburncity,ME,44.0978509,-70.2311655
Salemcity,VA,37.2880698,-80.0704308
FortMadisoncity,IA,40.6299403,-91.3151908
Inglewoodcity,CA,33.9541079,-118.36363
Crawfordsvillecity,IN,40.0401991,-86.8990249
Nilescity,OH,41.1828353,-80.765358
SouthPasadenacity,CA,34.1133062,-118.1478291
Kinstoncity,NC,35.2626635,-77.5816353
GreenBaycity,WI,44.5126379,-88.0125794
Ellensburgcity,WA,46.9970635,-120.5451223
Tulsacity,OK,36.1556805,-95.9929113
Piscatawaytownship,NJ,40.5462553,-74.4660408
Everettcity,MA,42.40843,-71.0536625
Hudsontown,MA,42.3913088,-71.5678236
PortOrangecity,FL,29.101628,-81.0105962
Herndontown,VA,38.9695316,-77.3859479
Gillettecity,WY,44.290635,-105.501876
Manchestercity,NH,42.9956397,-71.4547891
BethelParkborough,PA,40.307338,-80.03078
Aberdeentown,MD,39.5095556,-76.1641197
Amesburytown,MA,42.8579536,-70.9300921
PoplarBluffcity,MO,36.7568327,-90.3957115
Uxbridgetown,MA,42.0773192,-71.6295103
Westminstercity,MD,39.5752639,-76.9959277
Northboroughtown,MA,42.319538,-71.6411786
Springdalecity,OH,39.287002,-84.4852213
Garnertown,NC,35.7112642,-78.6141709
PalosVerdesEstatescity,CA,33.7872386,-118.401813
Williamsportcity,PA,41.2493292,-77.0027671
Poquosoncity,VA,37.1223664,-76.3457773
Muskegocity,WI,42.905848,-88.1389779
Goldencity,CO,39.755543,-105.2210997
Coppellcity,TX,32.9552598,-97.0155703
GrossePointeWoodscity,MI,42.4436478,-82.9068603
Pomonacity,CA,34.0553813,-117.7517496
Manitowoccity,WI,44.0998341,-87.827992
Roswellcity,NM,33.3943282,-104.5229518
GreenOaktownship,MI,42.4925336,-83.6979962
Eastontown,MA,42.0245442,-71.1286594
Hermistoncity,OR,45.8404101,-119.2894605
Carrborotown,NC,35.9101438,-79.0752895
ElkGroveVillagevillage,IL,42.00974,-87.994545
LittleRockcity,AR,34.7464809,-92.2895948
Thomasvillecity,GA,30.8365815,-83.9787808
GrandJunctioncity,CO,39.063956,-108.5507317
Beltoncity,TX,31.0560132,-97.464453
Gallupcity,NM,35.5283573,-108.7439489
NiagaraFallscity,NY,43.08436,-79.0614686
Lakewoodtownship,NJ,40.0978929,-74.2176435
Menashacity,WI,44.2022293,-88.4465361
BrownDeervillage,WI,43.177759,-87.944604
NorthCharlestoncity,SC,32.8546197,-79.9748103
NorthMiamicity,FL,25.9056078,-80.1750696
Waukeshacity,WI,43.0116784,-88.2314813
GroveCitycity,OH,39.8814519,-83.0929645
Smithfieldtown,RI,41.9220433,-71.549507
Bluefieldcity,WV,37.2698395,-81.2223195
Tarborotown,NC,35.8968236,-77.5358049
Pennsaukentownship,NJ,39.9562238,-75.0579502
Perrysburgcity,OH,41.5571178,-83.6279321
Cullmancity,AL,34.1335332,-86.8779268
Veronatownship,NJ,40.829822,-74.2401466
Fultoncity,NY,43.1061507,-74.4461771
Jacksoncity,MS,32.2990384,-90.1847691
Azusacity,CA,34.1338751,-117.9056046
Barringtontown,RI,41.7407661,-71.3084633
UpperChichestertownship,PA,39.843265,-75.4354952
Homewoodcity,AL,33.4717732,-86.8008228
Englewoodcity,NJ,40.8928771,-73.9726381
Daytoncity,OH,39.7589478,-84.1916069
SanLeandrocity,CA,37.7249296,-122.1560768
Simpsonvilletown,SC,34.7370639,-82.2542834
Tooelecity,UT,40.5307776,-112.29828
CanonCitycity,CO,38.4423644,-105.2224947
Summervilletown,SC,33.0206179,-80.1747537
WestWhitelandtownship,PA,40.004069,-75.602162
WhitePlainscity,NY,41.0339862,-73.7629097
DelCitycity,OK,35.442007,-97.4408709
ElkRivercity,MN,45.3038538,-93.5671825
Ridgelandcity,MS,32.4284761,-90.1323087
Laurelcity,MD,39.0992752,-76.8483061
Collingswoodborough,NJ,39.915717,-75.070507
LosAltoscity,CA,37.3790629,-122.116578
Owassocity,OK,36.2661536,-95.8549456
Milpitascity,CA,37.4282724,-121.9066238
Monroetown,CT,41.3325962,-73.2073358
Middletowntownship,NJ,39.086816,-74.831565
SanRafaelcity,CA,37.9735346,-122.5310874
ElPasocity,TX,31.7754152,-106.4646348
Pembroketown,MA,42.0714907,-70.8092074
Wheelingcity,WV,40.0639616,-80.7209149
Northbridgetown,MA,42.1514847,-71.6495113
Moultriecity,GA,31.179998,-83.7887928
ElRenocity,OK,35.532198,-97.9550578
Bergenfieldborough,NJ,40.923498,-73.998332
SpringGardentownship,PA,33.6134367,-86.7563793
LomaLindacity,CA,34.0754931,-117.2458601
Moscowcity,ID,46.7323875,-117.0001651
Hurstcity,TX,32.8234621,-97.1705678
TerreHautecity,IN,39.4667025,-87.4139119
Brawleycity,CA,32.9786566,-115.530267
Oregoncity,OH,41.6436603,-83.4868768
Freeportcity,TX,28.9541368,-95.3596617
Edwardsvillecity,IL,38.8114364,-89.953157
Penntownship,PA,40.328958,-79.6411537
LowerMorelandtownship,PA,40.1353168,-75.034993
Manheimtownship,PA,40.1637359,-76.3952429
SanBernardinocity,CA,34.8253019,-116.0833144
WestHollywoodcity,CA,34.0923014,-118.3692894
Rochestercity,NY,43.157285,-77.615214
Normancity,OK,35.2225717,-97.4394816
TheColonycity,TX,33.0890094,-96.8863922
Gladstonecity,OR,45.3803261,-122.5945507
Lowellcity,MA,42.6334247,-71.3161718
LaPortecity,TX,29.6657838,-95.0193729
Victoriacity,TX,28.8026443,-96.9766308
Gainesvillecity,GA,34.2978794,-83.8240663
Yarmouthtown,MA,41.7056656,-70.2286314
Soloncity,OH,41.3897764,-81.4412259
Davenportcity,IA,41.5236436,-90.5776368
Raleighcity,NC,35.7803977,-78.6390989
Rexburgcity,ID,43.8235163,-111.7870222
Camdencity,NJ,39.9448402,-75.1198911
Cranberrytownship,PA,40.7099343,-80.1060506
ElMontecity,CA,44.2434162,10.8186516
Hudsontown,NH,42.7654433,-71.4397167
Austincity,TX,30.2711286,-97.7436995
OldBridgetownship,NJ,40.399178,-74.3409036
Hannibalcity,MO,39.7082498,-91.3587413
Worcestercity,MA,42.2625932,-71.8022934
Greenwoodcity,SC,34.1954001,-82.1617883
Snydercity,TX,32.7178862,-100.9176184
TarponSpringscity,FL,28.1480829,-82.7438016
Keizercity,OR,44.9969,-123.0266267
LincolnParkborough,NJ,40.921459,-74.302435
Lackawannacity,NY,42.8190903,-78.8337175
Englewoodcity,OH,39.8775553,-84.3021673
Roanokecity,VA,37.2738215,-79.9602021
KansasCitycity,MO,39.100105,-94.5781416
Florencecity,AL,34.79981,-87.677251
Cortlandcity,NY,42.5842136,-76.0704906
Norwalkcity,CA,33.9092802,-118.0849169
Yonkerscity,NY,40.9312099,-73.8987469
BocaRatoncity,FL,26.3586885,-80.0830984
Hamburgtownship,MI,42.4486456,-83.8016097
Northfieldcity,MN,44.4582041,-93.161159
ThousandOakscity,CA,34.1714271,-118.9105877
Rosevillecity,MN,45.0060767,-93.1566107
Brunswickcity,GA,31.1499528,-81.4914894
Goldsborocity,NC,35.3848841,-77.9927651
SanJosecity,CA,37.3361905,-121.8905833
Oneontacity,NY,42.453492,-75.0629531
Folsomcity,CA,38.6779591,-121.1760583
LongBeachcity,NY,40.5885116,-73.657861
Farmingtoncity,NM,36.7291152,-108.2054451
Tredyffrintownship,PA,40.0689709,-75.4623548
Shelbyvillecity,TN,35.483406,-86.4602717
Maywoodcity,CA,43.2282384,-79.9755846
Webstertown,MA,42.0500965,-71.880072
Tiffincity,OH,41.114485,-83.1779537
Hanovertownship,NJ,40.8174216,-74.3954057
Colchestertown,VT,44.5360015,-73.2058402
Spartanburgcity,SC,34.9498007,-81.9320157
Goffstowntown,NH,34.9191646,-115.0627541
Austincity,MN,43.6680928,-92.9744896
Hanfordcity,CA,36.3274502,-119.6456844
Charlottecity,NC,35.2270869,-80.8431268
Anacortescity,WA,48.5020123,-122.6237356
Concordcity,NC,35.4093772,-80.5797416
Chattanoogacity,TN,35.0456297,-85.3096801
MillValleycity,CA,37.9060368,-122.5449763
SugarLandcity,TX,29.6196787,-95.6349463
Portlandcity,TX,27.8768086,-97.3233874
Fallstownship,PA,18.2606151,82.5752563
Peterstownship,PA,40.047041,-78.642102
Huntingtoncity,IN,40.8008286,-85.5018494
Gaffneycity,SC,35.0717945,-81.6498195
DesMoinescity,WA,41.5910641,-93.6037149
Radfordcity,VA,37.1317924,-80.5764477
Bristoltown,RI,41.6770463,-71.2661597
Ridgewoodvillage,NJ,40.16706,-74.49987
Enniscity,TX,32.3293111,-96.6252679
Wauwatosacity,WI,43.0494122,-88.0079271
HarperWoodscity,MI,42.4333367,-82.9238847
Ardmorecity,OK,34.1742611,-97.1436254
NewOrleanscity,LA,29.9499323,-90.0701156
Prichardcity,AL,30.7387998,-88.0788889
MontereyParkcity,CA,51.0814733,-113.9284589
Downeycity,CA,49.318251,-122.729838
Hopewellcity,VA,36.7468036,-79.4639158
Wakefieldtown,MA,42.506484,-71.0728306
Edmondcity,OK,35.6571367,-97.4649038
Waynecity,MI,42.2682408,-83.2844172
Weymouthtown,MA,42.2212188,-70.9391625
Mobilecity,AL,30.6943566,-88.0430541
Andovercity,MN,45.2332985,-93.2913405
Gadsdencity,AL,34.010929,-85.9989596
Rutlandcity,VT,43.6106237,-72.9726065
Appletoncity,WI,44.2611337,-88.4067604
Portagecity,MI,42.2011538,-85.5800022
Terrellcity,TX,30.1990738,-102.0974881
Kerrvillecity,TX,30.0474688,-99.1400207
Barnegattownship,NJ,39.7531754,-74.2229179
Columbiacity,SC,34.0007493,-81.0343313
Cloviscity,CA,36.8252277,-119.7029194
Owossocity,MI,42.9978049,-84.1766359
NewSmyrnaBeachcity,FL,29.0294202,-81.0208342
Danburytown,CT,41.394817,-73.4540111
Lexingtoncity,NC,35.8240265,-80.2533838
Mundytownship,MI,42.9144355,-83.7504102
Columbuscity,OH,39.9622601,-83.0007065
Haverhillcity,MA,42.7777829,-71.0767724
Commercecity,CA,34.002581,-118.156586
Alpenacity,MI,45.0616794,-83.4327528
Elizabethtowncity,KY,19.3714985,-81.3981006
Oxnardcity,CA,34.1976308,-119.1803818
Bellefontainecity,OH,40.3611643,-83.7596557
Winchestercity,VA,39.1852184,-78.1652404
RichmondHeightscity,MO,38.6282707,-90.3191285
DanaPointcity,CA,33.4669721,-117.6981075
Houstoncity,TX,29.7589382,-95.3676974
Danverstown,MA,42.5750946,-70.9300507
Greenwoodcity,MS,33.5162315,-90.1795281
ClevelandHeightscity,OH,41.5200518,-81.556235
Cambridgecity,MA,42.3750997,-71.1056157
Dunkirkcity,NY,42.479502,-79.333932
NorthHuntingdontownship,PA,40.3446332,-78.0281185
NewBritaintown,CT,41.6612104,-72.7795419
Springvillecity,UT,40.1668572,-111.6109221
Athenscity,OH,39.355589,-82.0610404
VestaviaHillscity,AL,33.4487989,-86.7879492
Hilltowntownship,PA,40.9699889,-77.7278831
Baltimorecity,MD,39.2908816,-76.610759
ElCerritocity,CA,33.8410146,-117.5207978
Watertowncity,WI,44.0450937,-88.5819252
Elgincity,IL,42.03726,-88.2810994
McAllencity,TX,21.4861465,-104.8381733
Olympiacity,WA,47.0451022,-122.8950075
Fairfieldtown,CT,41.2943069,-73.37486
Ringwoodborough,NJ,41.071387,-74.281514
NorthLauderdalecity,FL,26.2094962,-80.2179262
NewBraunfelscity,TX,29.7028266,-98.1257348
YorbaLindacity,CA,33.8901096,-117.8249705
Bloomfieldtownship,NJ,40.806767,-74.1854226
LauderdaleLakescity,FL,26.1667184,-80.2085565
Winonacity,MN,43.9582272,-91.7807784
HoffmanEstatesvillage,IL,38.470674,-90.200772
GooseCreekcity,SC,32.9961038,-80.0387292
Medfordcity,OR,42.3264181,-122.8718605
PinellasParkcity,FL,27.8599115,-82.7043783
Bethanycity,OK,35.5186728,-97.6322648
Mustangcity,OK,35.384227,-97.7244813
Secaucustown,NJ,40.7899291,-74.0566735
Comptoncity,CA,33.894927,-118.226624
Salisburycity,NC,35.6709727,-80.4742261
Lawrencecity,IN,38.8400395,-86.4880717
Trentoncity,MI,42.1406552,-83.1800544
Salisburycity,MD,38.3662114,-75.6008881
LakeCitycity,FL,30.1896756,-82.6392899
CapeGirardeaucity,MO,37.3034933,-89.5230357
McMinnvillecity,TN,35.427189,-85.567956
OakHarborcity,WA,48.2931559,-122.6432245
Cinnaminsontownship,NJ,39.9967789,-74.99267
Lakewoodcity,CA,53.457715,-113.4572606
GrossePointeFarmscity,MI,42.4092038,-82.8918587
TwoRiverscity,WI,44.1538845,-87.5692479
Claytoncity,MO,38.6504352,-90.3362473
Romecity,GA,34.257038,-85.1646726
Altoonacity,PA,40.518681,-78.394736
Atascaderocity,CA,35.4894169,-120.6707255
VadnaisHeightscity,MN,45.0574659,-93.0738306
MountClemenscity,MI,42.5972563,-82.8779754
Burlesoncity,TX,30.4764878,-96.6353488
Hoovercity,AL,33.4060825,-86.7898577
Lawrencetownship,NJ,40.2739973,-74.6796032
Readingtown,MA,42.5256502,-71.0953314
Brigantinecity,NJ,39.4101171,-74.3645906
Dracuttown,MA,42.6703687,-71.3020052
Brenhamcity,TX,30.1668828,-96.3977442
Woonsocketcity,RI,42.0028761,-71.5147839
Pinolecity,CA,38.0043667,-122.2988587
HighlandParkborough,NJ,40.16706,-74.49987
Cleburnecity,TX,32.3476438,-97.3866837
Memphiscity,TN,35.1490215,-90.0516285
Middletowntown,RI,4.5277736,-8.0041618
Durantcity,OK,33.9958945,-96.3814259
Stillwatercity,OK,36.1156306,-97.0585717
HermosaBeachcity,CA,33.86428,-118.39591
Reidsvillecity,NC,36.3548586,-79.6644748
Grandvillecity,MI,42.909598,-85.7630956
CoosBaycity,OR,43.3678937,-124.2174647
Peoriacity,AZ,33.5806115,-112.2372942
LaPortecity,IN,41.6105983,-86.7225227
Strongsvillecity,OH,41.3144733,-81.83511
Ipswichtown,MA,42.679273,-70.8411583
Lansingcity,MI,42.7337712,-84.5553805
Randolphtown,MA,42.1618005,-71.0424838
PortArthurcity,TX,29.8988258,-93.9287815
Tuskegeecity,AL,32.4240286,-85.6916195
Roswellcity,GA,34.02332,-84.360022
Conneautcity,OH,41.9440977,-80.5561011
Naplescity,FL,26.1421976,-81.7942944
WiltonManorscity,FL,26.1603626,-80.138934
Homesteadcity,FL,25.4718946,-80.4759905
Ridgecrestcity,CA,35.6225064,-117.6699414
Westminstercity,CO,39.8366528,-105.0372046
Pharrcity,TX,26.1947962,-98.1836216
McAlestercity,OK,34.9059833,-95.7011694
Fairmontcity,MN,43.6521775,-94.4610832
Riverviewcity,MI,42.1742073,-83.1793697
SantaMariacity,CA,34.9531295,-120.4358577
Independencecity,MO,39.0924792,-94.4137923
Morgantoncity,NC,35.7454291,-81.6870837
Sylvaniatownship,OH,41.7189392,-83.7129935
GroverCitycity,CA,35.604641,-118.464162
Lewistoncity,ID,46.4165506,-117.0176569
Delrantownship,NJ,40.0179845,-74.9434846
JeffersonCitycity,MO,38.577359,-92.1724265
Jacksoncity,MI,42.2465036,-84.4016963
Libertytownship,OH,39.7200573,-84.324944
Whittiercity,CA,33.9708782,-118.0308396
Medfieldtown,MA,42.1865609,-71.30546
MuskegonHeightscity,MI,43.201126,-86.238946
Auburncity,CA,45.0170009,-64.8773576
Irvinecity,CA,49.9584438,-110.2732606
Watervillecity,ME,44.5520105,-69.6317121
PerthAmboycity,NJ,40.5067723,-74.2654234
Neenahcity,WI,44.1858193,-88.462609
SimiValleycity,CA,34.2694474,-118.781482
BuffaloGrovevillage,IL,42.154986,-87.963398
Ballwincity,MO,38.5936028,-90.5385549
Pittsfieldcity,MA,42.4500967,-73.2453785
MountHollytownship,NJ,39.9928898,-74.7876624
Hillsidetownship,NJ,40.701213,-74.2301459
Sylvaniacity,OH,41.7189392,-83.7129935
NorthArlingtonborough,NJ,40.782596,-74.134621
Kearnytown,NJ,40.7684342,-74.1454214
Summitcity,NJ,40.7182356,-74.3592296
PeachtreeCitycity,GA,33.3967829,-84.5957629
Gloucestertownship,NJ,39.7267303,-75.1535378
Bryancity,TX,30.6743643,-96.3699632
Tahlequahcity,OK,35.91537,-94.969956
LaCanadaFlintridgecity,CA,34.1998302,-118.2005236
Maplewoodtownship,NJ,40.7312123,-74.2734808
PoncaCitycity,OK,36.7267431,-97.0667341
Graftontown,MA,42.2070392,-71.6856237
Dublincity,GA,32.5404447,-82.903754
Belmonttown,MA,42.3959296,-71.1786655
Cumberlandtown,RI,41.9667656,-71.4328363
DesMoinescity,IA,41.5910641,-93.6037149
Fairborncity,OH,39.8208998,-84.0193858
Southfieldcity,MI,42.4733689,-83.2218731
Seymourtown,CT,41.3943578,-73.0741697
WestHartfordtown,CT,41.7620447,-72.7420399
NewBrightoncity,MN,45.0628999,-93.2060969
Sheridancity,WY,44.797194,-106.956179
Crystalcity,MN,47.9294532,106.9353535
Hesperiacity,CA,34.4263886,-117.3008784
Laramiecity,WY,41.311367,-105.591101
Eustiscity,FL,28.8518171,-81.7108553
Readingcity,OH,39.2236694,-84.4421641
Shakopeecity,MN,44.7980186,-93.5268986
Hartsellecity,AL,34.4443243,-86.934547
Edencity,NC,36.4884715,-79.7667026
LaHabracity,CA,33.9330156,-117.944777
Adacity,OK,34.7743383,-96.6783651
Oaklandborough,NJ,41.026388,-74.23982
Portervillecity,CA,49.2555898,-55.1911286
Pasadenacity,CA,49.0139234,-57.5986531
NewCastlecity,PA,40.9999202,-80.3471856
Northportcity,AL,33.2292976,-87.5771286
WestManchestertownship,PA,40.0588102,-76.7211368
BeaverFallscity,PA,40.7520097,-80.3192295
Fultoncity,MO,38.8467082,-91.9479586
DeLandcity,FL,29.0338168,-81.3091881
Covingtoncity,KY,39.0836224,-84.508371
Brookingscity,SD,44.311461,-96.79844
SandSpringscity,OK,36.1394339,-96.1100025
IdahoFallscity,ID,43.4935245,-112.0400919
Mesacity,AZ,33.4151117,-111.8314773
Westboroughtown,MA,42.2694308,-71.6129907
Bridgeporttownship,MI,43.3594696,-83.8816364
Woodhavencity,MI,42.1370519,-83.2451066
ApacheJunctioncity,AZ,33.4150484,-111.5495439
SouthSanFranciscodivision,CA,37.6702,-122.417844
Maynardtown,MA,42.4321064,-71.4539683
Lumbertoncity,NC,34.6183433,-79.0083993
WebsterGrovescity,MO,38.592339,-90.3564329
Hamptoncity,VA,37.0520315,-76.2856365
Newtoncity,IA,41.6996927,-93.0537592
Alexandriacity,LA,31.311248,-92.4449087
Taylorcity,MI,42.240872,-83.2696509
Moundsvillecity,WV,39.9203526,-80.7431407
Anchoragecity,AK,61.2163129,-149.8948523
Irvingcity,TX,32.8295183,-96.9442177
SaratogaSpringscity,NY,43.0821793,-73.7853915
Bedfordtown,NH,42.9464737,-71.5159015
Muskogeecity,OK,35.7478769,-95.3696909
WestBendcity,WI,43.4252776,-88.1834277
Lafayettecity,LA,30.2240897,-92.0198427
NewPhiladelphiacity,OH,40.4897871,-81.4456706
Jacksontownship,OH,39.0131871,-82.6089043
Texarkanacity,AR,33.4201041,-94.0425556
CedarGrovetownship,NJ,40.8517662,-74.229035
Germantowncity,TN,42.2781117,22.1039047
PanamaCitycity,FL,30.1600827,-85.6545729
AtlanticCitycity,NJ,39.3642852,-74.4229351
Tustincity,CA,33.7458511,-117.826166
Atwatercity,CA,50.7742229,-102.2268326
Lansdowneborough,PA,39.93557,-75.273001
EastLampetertownship,PA,39.9900992,-76.2396797
BayCitycity,MI,43.5944677,-83.8888648
KlamathFallscity,OR,42.224867,-121.7816704
NorthSmithfieldtown,RI,41.9667652,-71.5495071
Salemtown,NH,42.7884226,-71.2008933
Woodburncity,OR,45.143731,-122.8553725
NationalCitycity,CA,32.6781085,-117.0991967
Clintontown,CT,41.2756115,-72.528532
AmericanForkcity,UT,40.3768954,-111.7957645
Livermorecity,CA,37.6820583,-121.7680531
Franklincity,OH,40.0283162,-83.0076657
Somersettown,MA,41.7695463,-71.128656
Hemetcity,CA,33.7785625,-117.0357889
Murfreesborocity,TN,35.845999,-86.3920452
Evanstoncity,IL,42.0447388,-87.6930459
RiverRougecity,MI,42.2729262,-83.1352891
Atholtown,MA,42.5959203,-72.2267497
Littletoncity,CO,39.613321,-105.0166498
Homewoodvillage,IL,40.00032,-89.25037
Jacksontownship,NJ,40.1151766,-74.3647772
HarkerHeightscity,TX,31.0746347,-97.6590473
Tullahomacity,TN,35.3620235,-86.2094342
Belmontcity,CA,45.0249742,-64.044921
Waynetownship,NJ,40.9491723,-74.2376802
Fairfieldcity,CA,43.4666653,-80.4912223
Covingtoncity,GA,33.5967815,-83.8601827
Tivertontown,RI,41.6257406,-71.166333
Stowcity,OH,41.1596261,-81.4406258
Hackensackcity,NJ,40.8871438,-74.0410865
Pearlandcity,TX,29.5639758,-95.2864299
Montgomerytownship,PA,32.3669656,-86.3006485
Kannapoliscity,NC,35.4874708,-80.621438
Fresnocity,CA,36.7295295,-119.7088613
Brownsvillecity,TX,25.9140256,-97.4890856
SulphurSpringscity,TX,33.1384886,-95.6010143
Fullertoncity,CA,33.8708215,-117.9294165
Centraliacity,WA,46.7204489,-122.9614303
NorthHaventown,CT,41.3909305,-72.859545
Allentowncity,PA,41.882841,-78.5730798
PointPleasantborough,NJ,40.124893,-74.342789
Warrentownship,NJ,40.8602222,-74.9720493
Asheborocity,NC,35.7079146,-79.8136446
Clarksburgcity,WV,39.2806451,-80.3445341
Walnutcity,CA,42.8797697,-81.8925799
Garycity,IN,41.6021292,-87.3371372
Hammondcity,IN,41.5833658,-87.500043
Dennistown,MA,41.7353872,-70.1939087
NorthCantoncity,OH,40.875891,-81.4023356
McMinnvillecity,OR,45.1037582,-123.984376
FortPiercecity,FL,27.4467056,-80.3256056
MasonCitycity,IA,43.1535728,-93.2010367
Peabodycity,MA,42.5278731,-70.9286609
Benbrookcity,TX,32.673188,-97.4605759
Brownwoodcity,TX,31.7070026,-98.9831022
Lebanoncity,PA,40.375713,-76.4626118
SouthHoustoncity,TX,29.663008,-95.2354902
Kingsvillecity,TX,27.5158689,-97.856109
Kentwoodcity,MI,42.8694731,-85.6447492
Butlercity,PA,40.8610205,-79.8952251
Laceytownship,NJ,39.8726184,-74.2951444
Ansoniatown,CT,41.3429922,-73.0787468
EastGreenwichtown,RI,41.6603788,-71.4558911
Sharonvillecity,OH,39.2681145,-84.4132779
Greenvillecity,OH,40.1028264,-84.6330115
Tempecity,AZ,33.4255056,-111.9400125
Sanfordcity,NC,35.4798757,-79.1802994
Williamsburgcity,VA,37.2789211,-76.6944861
Wickliffecity,OH,41.605327,-81.453449
Smyrnacity,GA,33.5981814,-83.4048862
CrownPointcity,IN,41.4169806,-87.3653136
Hanahancity,SC,32.9138914,-80.0088359
Haverfordtownship,PA,40.0131672,-75.2943516
LongBranchcity,NJ,40.3042778,-73.9923596
Humblecity,TX,29.9988312,-95.2621553
Suffieldtown,CT,41.9816944,-72.6506604
Bettendorfcity,IA,41.5252761,-90.5096386
LaCrossecity,WI,43.8014053,-91.2395429
Hobartcity,IN,41.5322592,-87.2550353
Albemarlecity,NC,35.3501426,-80.2000578
RoyalOakcity,MI,42.4894801,-83.1446485
Newportcity,KY,39.0889469,-84.4919524
DeerfieldBeachcity,FL,26.318342,-80.0996306
Christiansburgtown,VA,37.1298517,-80.4089389
VeroBeachcity,FL,27.6387163,-80.3975399
WestPatersonborough,NJ,40.881322,-74.227358
Sherwoodcity,AR,-27.470573,-58.8540122
Shoreviewcity,MN,45.0722056,-93.1282878
Louisvillecity,KY,38.2542376,-85.759407
Needhamtown,MA,42.283431,-71.2328329
Jacksonvillecity,TX,31.963778,-95.2705042
Limacity,OH,40.742551,-84.1052256
Charlestoncity,SC,32.7876012,-79.9402728
Westporttown,CT,41.1414855,-73.3578955
Portlandcity,ME,29.0654892,-110.9717051
Bucyruscity,OH,40.8083909,-82.9754649
Owensborocity,KY,37.7742152,-87.1133304
Broomfieldcity,CO,39.9203827,-105.0691464
Dovertown,NJ,40.883988,-74.5621025
Ashlandcity,OH,40.7887367,-82.2360391
FergusFallscity,MN,46.283015,-96.077558
ForestGrovecity,OR,45.5197452,-123.1114405
Durhamcity,NC,35.996653,-78.9018053
Wiltontown,CT,41.1953739,-73.4378988
Mantuatownship,NJ,39.7940026,-75.1721232
MountPleasantcity,TX,33.1570582,-94.9694007
MorganHillcity,CA,45.8641932,-65.576117
AppleValleytown,CA,34.5008311,-117.1858759
CasaGrandecity,AZ,32.9109186,-111.7736386
Aberdeencity,SD,45.4649805,-98.487813
Farmingtontown,CT,41.7198216,-72.8320435
Eveshamtownship,NJ,39.851752,-74.8917412
Ashwaubenonvillage,WI,44.462779,-88.085647
SouthKingstowntown,RI,37.109357,-93.2833259
Stamfordtown,CT,41.0534302,-73.5387341
Masoncity,OH,39.3600586,-84.309939
Kennewickcity,WA,46.2087066,-119.1199192
MoundsViewcity,MN,45.1068949,-93.2075931
Haddonfieldborough,NJ,39.952148,-75.02707
Robbinsdalecity,MN,45.031696,-93.3353198
Norwalktown,CT,41.1175966,-73.4078968
Cincinnaticity,OH,39.1014537,-84.5124602
Bridgewatertown,MA,41.9903787,-70.9750426
Lockportcity,NY,43.168863,-78.6929558
Kalamazootownship,MI,42.291707,-85.5872286
Paducahcity,KY,37.0833893,-88.6000478
WindsorLockstown,CT,41.9229568,-72.6597965
LasVegascity,NV,36.1672559,-115.1485163
Belchertowntown,MA,57.936725,-94.172058
Corcorancity,CA,46.1430033,-73.6676943
RoselleParkborough,NJ,40.670299,-74.265987
Bedfordtown,MA,42.4917301,-71.2817947
Maconcity,GA,32.8406946,-83.6324022
EastHamptontown,CT,41.5744405,-72.4919236
BrooklynCentercity,MN,45.0748543,-93.3296296
Blythevillecity,AR,35.9272953,-89.9189754
Uvaldecity,TX,29.2096836,-99.7861679
CathedralCitycity,CA,33.7810031,-116.4640765
NorthOgdencity,UT,41.3071354,-111.9601986
Mariettacity,GA,33.9528472,-84.5496148
Lowertownship,NJ,38.981896,-74.9020098
Morristowntown,NJ,40.8679538,-74.5601181
Chillicothecity,OH,39.3331197,-82.9824019
Vincennescity,IN,38.6772691,-87.5286325
Demingcity,NM,32.2627416,-107.7581979
Waterfordtownship,NJ,40.4157521,-74.4130365
Chelmsfordtown,MA,42.5998139,-71.3672838
Wilmingtoncity,NC,34.2257282,-77.9447107
Lubbockcity,TX,33.5635206,-101.879336
Vinelandcity,NJ,39.4862245,-75.0257241
Brocktoncity,MA,42.0834335,-71.0183787
Dovertownship,NJ,40.883988,-74.5621025
Dunedincity,FL,28.0197404,-82.7717684
Novatocity,CA,38.1061979,-122.5681191
Delhitownship,OH,39.0950595,-84.6052225
Orlandocity,FL,28.5421109,-81.3790304
Cerritoscity,CA,33.8644291,-118.0539323
Hillsboroughtownship,NJ,40.498516,-74.6951625
Cartersvillecity,GA,34.1650972,-84.7999383
CliffsideParkborough,NJ,40.80977,-74.323396
Miamicity,OK,36.8746177,-94.877374
Oronotown,ME,44.883607,-68.672791
Palatinevillage,IL,40.00032,-89.25037
Largocity,FL,27.9094665,-82.7873244
DearbornHeightscity,MI,42.3369816,-83.2732627
Schenectadycity,NY,42.8142432,-73.9395687
Schaumburgvillage,IL,40.00032,-89.25037
Piedmontcity,CA,45.8992468,-74.134662
Hattiesburgcity,MS,31.3271189,-89.2903392
Longmeadowtown,MA,42.0500953,-72.5828662
Oaklandcity,CA,37.7586346,-122.3753923
FairLawnborough,NJ,40.16706,-74.49987
